0,1
0.14364663,0.92132616
1.0039417,1.0295864
-0.6365834,-0.87679833
-0.7439297,-0.7844039
-2.034227,-2.1012595
-0.3512783,-0.537771
-0.88484216,-1.6854383
-1.510988,-1.1605476
-1.3778715,-1.8830035
-0.6270464,-0.37889987
1.7404801,1.3012542
0.087676235,-0.25818256
0.5352643,0.17623729
-1.063181,-1.2779484
-1.8238041,-1.6635783
0.32138914,0.24946046
1.3516647,0.94814515
-0.111800715,-0.3017782
0.721367,0.21135509
-0.036175534,0.098992914
1.2641004,1.1491475
-1.0742462,-1.5950875
0.35019508,0.15520388
1.4601007,1.98312
-0.23485139,-0.15085945
-0.19661972,-0.9072542
0.22481667,-0.42828837
0.32868347,0.5275536
0.719918,0.37013844
-1.2413855,-1.3090249
-0.4175046,-0.50138295
-1.5022565,-1.6555288
-1.585567,-2.3821795
-1.9151925,-2.1439133
-1.7779437,-1.7221714
-0.51908827,-0.910604
-0.31903416,-0.24391185
-0.21032396,-0.34254548
-1.5426986,-1.1339961
-1.0579762,-1.4542162
0.12363693,-0.58136594
-0.061816096,0.2285168
0.8164877,0.8452921
-1.0854857,-1.7992281
-0.87459826,-1.0372387
-1.3929377,-0.669437
-1.3852026,-1.6292528
-1.3876781,-2.0145588
-1.4084512,-2.37109
1.4737223,1.1593716
-0.81319964,-0.72225595
-0.5883965,-1.2893486
-0.9915704,-1.1887577
1.2914459,1.2921218
-0.044294126,-0.27298832
-0.6198299,-1.3047091
2.9138298,2.9194987
-0.613569,-0.48256284
-0.50050926,-0.83697724
-0.123415105,-0.55498135
-0.49442357,-0.78543895
0.10329631,-0.2862292
0.6807041,-0.04071858
-1.0661379,-1.0849874
-0.22391587,-0.2465858
-1.2553277,-1.3500834
-0.028454244,-0.228719
-1.2239447,-1.4970287
1.0001373,0.99411976
-0.1179077,0.16401416
0.4983753,0.4825824
1.1534669,1.0258579
-0.51298463,-0.46893343
-1.2483243,-1.8101207
0.15094766,0.3915438
0.65956414,1.0262461
-1.9921268,-1.9694755
-1.7405233,-1.5948238
-1.0430661,-1.6142784
-1.0359766,-0.9134977
0.7774794,0.9509735
0.9953139,1.0886323
1.5538899,1.7671258
0.4343661,-0.05094248
-0.58976275,-0.29919842
1.4528688,1.0180953
-0.7343852,-0.6239269
-2.1973143,-1.8666149
-0.17600188,-0.020282447
-0.8408221,-1.2284582
1.1074098,0.9358681
-1.0969148,-1.1604344
0.70215774,0.26481903
-0.70413464,-0.49268058
-0.51314557,0.060155302
-0.31366092,-0.3953877
0.919574,0.9857091
-0.3093171,0.07313083
-2.147478,-1.887691
0.18877357,0.6139896
-0.55491364,-0.63608474
-1.8534454,-1.6868978
0.9329987,0.5380198
0.2533139,0.111423366
-0.36062536,-0.27633795
1.1557202,0.95440066
0.5523725,0.9877689
-1.1674818,-0.70524555
-0.6228871,-0.6841181
-2.2033026,-2.1696637
-3.4260793,-3.5168967
0.16946386,0.23510537
0.235069,0.3359023
-1.2376674,-1.6577688
-1.2744967,-1.1770573
-1.4140484,-2.197611
-3.0085397,-2.9180973
-0.9353291,-0.96870667
-0.81552136,-1.1967131
1.5477101,1.7849532
-0.808493,-0.6640833
-0.19610208,-1.1212168
-1.7492057,-1.5194235
-3.1261954,-3.3931992
-0.30051452,-0.27873865
0.7764125,0.7361797
-1.3770639,-1.0739157
-0.2749958,-0.21892276
-0.75879335,0.2841379
-0.20058826,-0.084828846
-0.9116803,-0.62404
-0.47726983,-1.5132778
1.0561255,0.28377035
-1.0476915,-0.7332116
-1.0917885,-0.6950881
-0.15643007,-0.6708554
-0.5031297,-0.65118706
-1.1068013,-1.356728
0.24482037,0.40864658
0.6993512,0.5340205
0.4987177,0.34947124
-1.7995869,-1.9428821
-0.61180925,-1.3008971
-1.5889049,-1.2989343
-0.27430177,-0.212726
-1.612812,-1.5061206
-2.2961795,-2.5115955
-1.0121963,-0.5254402
0.78700125,0.31826743
0.0032604337,0.10051551
-0.96701425,-0.37141025
-1.8332081,-1.898626
1.965426,1.8205284
-0.43454504,-0.9460763
-0.8061377,-1.2966968
-1.1563336,-1.469358
-0.8787116,-1.145163
1.0419697,-0.058010727
-1.5769327,-2.131797
0.362526,-0.34566617
-1.0502527,-1.2600688
-0.18683232,0.26893252
1.9610683,1.6906779
0.6543631,0.417873
-1.3275834,-1.3209879
-0.12205267,-0.8305261
-3.1520326,-3.7176464
-0.35875803,-0.7526852
-1.5298808,-1.1180027
-1.5669745,-1.4084218
0.42377058,-0.028587103
-0.99921465,-0.9871064
-0.17396784,-0.64507246
-0.5505109,-1.1474938
-0.6034143,-0.36462033
0.3341878,0.4493004
0.5236127,0.8237846
-0.28621748,0.067870244
-2.059201,-1.9378157
0.1838736,-0.04882075
-0.45178598,-0.72147304
-1.5092295,-1.4044785
-2.3719642,-2.5931287
0.59556806,0.27150267
-1.5924562,-1.4367247
-0.93968934,-0.87055504
-0.5960566,-0.073390305
1.4829575,1.0652975
-0.19349675,-0.106299505
-2.5190575,-2.1615815
-1.161705,-0.8195149
-1.0198685,-0.8044131
-0.76806486,-0.72780335
0.2845005,0.29062417
0.15988648,0.3657736
-2.1363149,-2.3071625
-0.37955374,-0.535317
-0.41679743,-0.55983996
-0.39910406,-0.4349688
-0.48212704,-0.77037364
0.2501135,0.5000901
-1.4630227,-1.5459483
-0.86353743,-0.6304451
0.7465844,0.13379994
-0.9589082,-1.364129
-1.6410135,-0.8415347
-1.0755142,-1.2087528
-1.7692401,-1.7783995
-2.354091,-2.7658594
-0.29064834,-0.24724683
-1.9575719,-2.4368846
-2.0847025,-2.178336
-1.375007,-1.5511955
0.11261382,-0.042532682
-0.74806786,-1.2669139
